# This is an adaptation of one of the original Harwell-Boeing instances
199 596
1 34 1
1 35 -1
2 3 -1
2 34 -1
2 35 -1
2 36 -1
3 4 -1
3 35 -1
3 36 1
3 37 -1
4 5 -1
4 36 -1
4 37 -1
4 38 -1
5 6 -1
5 37 -1
5 38 -1
5 39 1
6 7 -1
6 38 -1
6 39 -1
6 40 -1
7 8 -1
7 39 -1
7 40 -1
7 41 -1
8 9 -1
8 40 -1
8 41 -1
8 42 -1
9 10 -1
9 41 -1
9 42 -1
9 43 1
10 11 -1
10 42 -1
10 43 -1
10 44 -1
11 12 -1
11 43 -1
11 44 -1
11 45 -1
12 44 -1
12 45 -1
13 14 -1
13 46 1
13 47 -1
14 15 -1
14 46 -1
14 47 -1
14 48 -1
15 16 -1
15 47 -1
15 48 -1
15 49 -1
16 17 1
16 48 -1
16 49 1
16 50 1
17 18 1
17 49 1
17 50 1
17 51 -1
18 50 1
18 51 -1
19 52 -1
20 21 -1
20 53 -1
20 54 -1
21 22 -1
21 53 1
21 54 -1
21 55 -1
22 23 -1
22 54 -1
22 55 -1
22 56 -1
23 24 -1
23 55 -1
23 56 -1
23 57 -1
24 25 -1
24 56 -1
24 57 1
24 58 -1
25 26 -1
25 57 -1
25 58 -1
25 59 -1
26 58 -1
26 59 -1
27 60 1
28 29 -1
28 61 -1
28 62 -1
29 30 -1
29 61 -1
29 62 -1
29 63 -1
30 31 -1
30 33 -1
30 62 -1
30 63 -1
30 64 -1
30 66 -1
31 32 -1
31 63 -1
31 64 -1
31 65 -1
32 64 -1
32 65 -1
33 63 -1
33 66 -1
34 35 -1
34 67 -1
34 68 1
35 36 -1
35 67 -1
35 68 -1
35 69 -1
36 37 -1
36 68 1
36 69 -1
36 70 1
37 38 -1
37 69 -1
37 70 -1
37 71 -1
38 39 -1
38 70 -1
38 71 -1
38 72 -1
39 40 -1
39 71 1
39 72 -1
39 73 1
40 41 -1
40 72 -1
40 73 -1
40 74 -1
41 42 -1
41 73 -1
41 74 -1
41 75 -1
42 43 -1
42 74 -1
42 75 -1
42 76 -1
43 44 1
43 75 1
43 76 -1
43 77 1
44 45 1
44 76 -1
44 77 1
44 78 -1
45 77 1
45 78 -1
46 47 -1
46 79 -1
46 80 -1
47 48 -1
47 79 -1
47 80 -1
47 81 -1
48 49 -1
48 80 -1
48 81 -1
48 82 -1
49 50 1
49 81 -1
49 82 1
49 83 1
50 51 -1
50 82 1
50 83 1
50 84 -1
51 83 -1
51 84 -1
52 85 -1
53 54 -1
53 86 -1
53 87 -1
54 55 -1
54 86 -1
54 87 -1
54 88 -1
55 56 -1
55 87 -1
55 88 -1
55 89 -1
56 57 -1
56 88 -1
56 89 -1
56 90 -1
57 58 -1
57 89 -1
57 90 1
57 91 1
58 59 -1
58 90 -1
58 91 -1
58 92 -1
59 91 -1
59 92 -1
60 93 -1
61 62 1
61 94 -1
61 95 1
62 63 -1
62 94 -1
62 95 1
62 96 1
63 64 -1
63 66 -1
63 95 -1
63 96 -1
63 97 -1
63 99 -1
64 65 1
64 96 1
64 97 -1
64 98 -1
65 97 -1
65 98 -1
66 96 1
66 99 1
67 68 -1
67 100 -1
67 101 -1
68 69 -1
68 100 -1
68 101 1
68 102 -1
69 70 -1
69 101 -1
69 102 -1
69 103 -1
70 71 1
70 102 -1
70 103 -1
70 104 1
71 72 -1
71 103 -1
71 104 1
71 105 -1
72 73 -1
72 104 -1
72 105 -1
72 106 -1
73 74 -1
73 105 -1
73 106 -1
73 107 1
74 75 -1
74 106 -1
74 107 -1
74 108 -1
75 76 -1
75 107 1
75 108 1
75 109 -1
76 77 -1
76 108 -1
76 109 -1
76 110 -1
77 78 -1
77 109 -1
77 110 -1
77 111 1
78 110 -1
78 111 -1
79 80 -1
79 112 -1
79 113 -1
80 81 -1
80 112 -1
80 113 -1
80 114 -1
81 82 -1
81 113 -1
81 114 -1
81 115 -1
82 83 1
82 114 1
82 115 -1
82 116 -1
83 84 -1
83 115 -1
83 116 -1
83 117 -1
84 116 -1
84 117 -1
85 118 -1
86 87 -1
86 119 -1
86 120 -1
87 88 -1
87 119 -1
87 120 -1
87 121 -1
88 89 -1
88 120 -1
88 121 -1
88 122 -1
89 90 -1
89 121 -1
89 122 -1
89 123 -1
90 91 1
90 122 1
90 123 1
90 124 -1
91 92 -1
91 123 1
91 124 -1
91 125 1
92 124 -1
92 125 -1
93 126 -1
94 95 -1
94 127 -1
94 128 -1
95 96 1
95 127 1
95 128 1
95 129 -1
