# This is an adaptation of one of the original Harwell-Boeing instances
293 1123
1 8 -1
1 74 -1
1 116 -1
1 136 -1
1 173 -1
1 190 -1
1 195 -1
1 263 -1
1 280 -1
1 283 -1
2 22 -1
2 58 -1
2 69 -1
2 135 -1
2 197 -1
2 206 -1
2 226 -1
2 227 -1
3 35 1
3 233 1
3 241 1
4 22 1
4 27 1
4 33 1
4 90 1
4 194 1
4 252 1
5 59 -1
5 70 -1
5 218 -1
6 37 -1
6 59 1
6 70 -1
6 160 1
6 170 1
6 196 1
6 209 1
6 218 -1
6 237 1
6 264 1
7 134 1
7 166 1
7 183 1
7 193 -1
7 291 1
8 22 1
8 101 -1
8 112 1
8 116 -1
8 152 1
8 188 1
8 283 -1
8 286 1
9 20 1
9 22 1
9 104 -1
9 129 1
9 165 1
9 173 1
9 188 1
9 228 -1
9 286 1
10 114 1
10 132 1
10 179 1
10 217 -1
10 249 1
11 35 1
11 56 -1
11 88 1
11 91 -1
11 107 1
11 118 1
11 128 1
11 201 1
11 233 1
12 97 1
12 166 1
12 193 -1
13 22 -1
13 85 -1
13 162 -1
13 194 -1
13 248 -1
13 252 -1
14 45 1
14 192 -1
14 273 1
15 75 -1
15 121 -1
15 131 -1
15 169 -1
15 285 -1
16 63 1
16 178 1
16 188 1
16 190 1
16 205 1
16 231 1
16 243 1
16 286 1
16 288 1
17 132 1
17 150 1
17 198 1
17 217 -1
18 22 -1
18 70 -1
18 152 -1
18 212 -1
18 218 -1
18 225 -1
19 110 1
19 139 1
19 159 -1
19 184 1
19 241 1
19 268 -1
20 22 1
20 32 1
20 108 1
20 129 1
20 143 1
20 165 1
20 228 -1
21 23 -1
21 64 -1
21 82 -1
21 95 -1
21 111 -1
21 169 -1
21 173 -1
21 199 -1
21 220 -1
21 271 -1
22 27 1
22 32 1
22 34 1
22 58 1
22 63 1
22 69 1
22 72 1
22 98 1
22 101 -1
22 108 1
22 109 -1
22 152 1
22 154 1
22 162 -1
22 165 1
22 187 -1
22 191 1
22 194 1
22 197 -1
22 205 1
22 206 1
22 214 1
22 222 -1
22 225 1
22 251 1
22 252 1
22 260 -1
23 45 -1
23 95 -1
23 169 -1
23 199 -1
23 281 -1
24 35 1
24 233 1
24 241 1
25 35 1
25 49 1
25 88 1
25 233 1
26 35 -1
26 52 -1
26 107 -1
26 182 -1
26 233 -1
26 241 -1
27 33 1
27 53 -1
27 54 -1
27 90 1
27 194 1
27 240 1
27 252 1
28 53 -1
28 54 -1
28 62 -1
28 130 -1
28 240 -1
29 155 -1
29 167 -1
29 186 -1
29 202 -1
29 203 -1
30 70 -1
30 146 -1
30 218 -1
31 52 -1
31 65 -1
31 111 -1
31 149 -1
31 241 -1
31 271 -1
32 70 -1
32 89 1
32 108 1
32 218 -1
33 53 -1
33 90 1
33 122 1
33 188 1
33 240 1
33 275 1
33 286 1
34 188 1
34 286 1
35 41 -1
35 47 1
35 51 1
35 83 -1
35 103 -1
35 107 1
35 115 1
35 117 -1
35 128 1
35 137 1
35 139 1
35 142 1
35 157 1
35 175 1
35 182 1
35 184 1
35 189 1
35 200 -1
35 207 1
35 208 1
35 216 -1
35 233 1
35 247 1
35 256 1
35 262 -1
35 265 1
35 272 1
35 278 1
35 282 1
36 49 1
36 83 -1
36 88 1
36 210 1
36 238 1
36 256 1
37 160 -1
37 209 -1
37 258 -1
37 267 -1
37 278 -1
38 39 1
38 82 1
38 100 1
38 136 1
38 153 1
38 195 1
38 263 1
39 125 -1
39 136 1
39 255 1
39 263 1
40 51 1
40 126 1
40 167 -1
40 202 1
41 51 -1
41 139 -1
41 155 -1
41 184 -1
41 202 -1
41 203 -1
41 208 -1
41 233 -1
42 125 -1
42 178 -1
42 231 -1
42 235 -1
42 269 -1
43 110 1
43 156 -1
43 164 1
43 244 1
43 254 1
43 268 -1
43 274 1
43 289 1
44 50 -1
44 73 -1
44 146 -1
44 210 -1
44 238 -1
44 242 -1
45 57 1
45 144 1
45 169 1
45 185 1
45 246 1
45 259 -1
45 273 1
46 74 1
46 112 1
46 116 -1
46 120 1
46 133 1
46 137 1
46 207 1
46 241 1
47 117 -1
47 180 1
47 233 1
47 241 1
47 282 1
48 84 -1
48 96 -1
48 102 -1
48 104 -1
48 125 -1
48 188 -1
48 286 -1
49 81 -1
49 83 -1
49 88 1
49 256 1
50 59 1
50 73 -1
50 93 1
50 146 -1
50 242 1
51 78 -1
51 126 1
51 155 1
51 202 1
51 208 1
51 233 1
52 149 -1
52 182 1
52 215 1
52 241 1
52 243 1
52 290 1
53 106 -1
53 122 -1
53 130 -1
53 240 -1
53 275 -1
54 62 -1
54 162 -1
54 179 -1
54 194 -1
54 240 -1
54 249 -1
55 81 -1
55 103 -1
55 175 1
55 267 1
55 278 1
56 61 -1
56 91 -1
56 98 -1
56 107 -1
56 138 -1
56 145 -1
56 182 -1
56 215 -1
57 99 1
57 111 1
57 124 1
57 144 1
57 163 -1
57 185 1
57 213 1
57 271 -1
58 69 1
58 70 -1
58 135 1
58 218 -1
58 227 -1
58 237 1
58 264 1
59 60 -1
59 68 1
59 86 1
59 146 -1
59 160 1
59 170 1
59 196 1
59 287 1
60 70 -1
60 86 -1
60 89 -1
60 218 -1
60 287 -1
61 83 -1
61 94 -1
61 120 1
61 207 1
61 210 1
61 212 1
61 216 -1
61 225 1
61 242 1
62 179 1
62 240 1
62 249 1
63 188 1
63 190 1
63 205 1
63 243 1
63 251 1
63 286 1
63 290 1
64 82 1
64 84 1
64 95 1
64 96 1
64 104 -1
64 173 1
64 220 1
65 111 1
65 121 1
65 131 1
65 149 -1
65 190 1
65 243 1
65 271 -1
65 288 1
66 92 1
66 99 1
66 113 1
66 188 1
66 197 -1
66 206 1
66 213 1
66 226 1
66 286 1
67 71 -1
67 106 -1
67 122 -1
67 134 -1
67 141 -1
67 166 -1
67 183 -1
67 275 -1
68 70 -1
68 196 1
68 218 -1
69 70 -1
69 218 -1
69 237 1
70 72 -1
70 73 -1
70 85 -1
70 89 -1
70 93 -1
70 98 -1
70 108 -1
70 109 -1
70 138 -1
70 145 -1
70 154 -1
70 170 -1
70 171 -1
70 191 -1
70 212 -1
70 218 -1
70 222 -1
70 225 -1
70 237 -1
70 242 -1
70 248 -1
70 250 -1
70 276 -1
70 287 -1
70 292 -1
71 97 -1
71 122 -1
71 127 -1
71 166 -1
71 183 -1
71 188 -1
71 275 -1
71 286 -1
72 218 -1
73 146 -1
73 212 -1
73 218 -1
73 242 -1
74 111 1
74 112 1
74 116 -1
74 133 1
74 241 1
74 271 -1
74 280 1
75 121 1
75 131 1
75 153 1
75 288 1
76 181 1
76 236 1
76 279 1
77 111 1
77 241 1
77 271 -1
78 126 -1
78 208 -1
79 188 -1
79 192 -1
79 286 -1
80 111 1
80 163 -1
80 180 1
80 241 1
80 270 1
80 271 -1
81 88 -1
81 103 -1
81 119 -1
81 175 -1
81 189 -1
81 200 -1
81 267 -1
81 272 -1
81 278 -1
82 84 1
82 95 1
82 96 1
82 124 1
83 88 -1
83 210 -1
83 216 -1
83 233 -1
83 238 -1
83 256 -1
84 96 1
84 102 -1
84 125 -1
85 114 1
85 162 -1
85 171 1
85 217 -1
85 218 -1
85 248 -1
85 249 1
86 221 1
86 258 -1
86 287 1
87 172 -1
87 204 -1
87 284 -1
88 115 1
88 118 1
88 128 1
88 256 1
89 94 -1
89 108 1
89 143 1
89 218 -1
89 221 1
89 287 1
90 122 1
90 188 1
90 286 1
91 107 -1
91 118 -1
91 138 -1
91 145 -1
91 201 -1
91 224 -1
92 99 1
92 113 1
92 124 1
92 158 -1
92 188 1
92 192 -1
92 213 1
92 286 1
93 146 -1
93 218 -1
94 108 -1
94 143 -1
94 157 -1
94 221 -1
94 262 -1
94 264 -1
94 272 -1
94 287 -1
95 169 1
95 199 -1
96 102 -1
96 104 -1
96 125 -1
96 173 1
96 188 1
96 286 1
97 127 1
97 166 1
97 193 -1
98 138 1
98 154 1
98 215 1
98 218 -1
98 251 1
98 290 1
99 163 -1
99 173 1
99 197 -1
99 213 1
99 226 1
99 270 1
100 123 -1
100 169 1
100 195 1
100 263 1
101 152 -1
