# This is an adaptation of one of the original Harwell-Boeing instances
656 2840
1 388 -1
1 393 1
1 642 1
2 15 1
2 360 1
2 371 1
2 448 1
3 97 1
3 239 1
3 268 1
3 273 1
3 344 1
3 454 1
3 466 1
3 588 -1
3 589 1
4 176 1
4 231 1
4 271 1
4 276 1
4 280 1
4 287 1
4 308 1
4 356 1
4 358 1
4 368 1
4 374 1
4 386 1
4 411 1
4 536 -1
4 560 -1
4 583 -1
4 653 1
5 132 1
5 373 -1
5 410 1
5 437 1
5 443 1
5 493 1
5 494 1
5 527 1
5 543 1
5 561 1
5 573 1
5 602 1
5 638 1
6 64 1
6 81 1
6 181 1
6 187 1
6 188 1
6 215 1
6 234 1
6 331 1
6 536 1
6 592 -1
7 50 -1
7 99 1
7 166 -1
7 219 1
7 271 1
7 292 1
7 334 -1
7 344 1
7 369 1
7 370 -1
7 381 1
7 434 1
7 439 1
7 446 1
7 477 1
7 488 1
7 502 1
7 528 1
7 594 1
7 621 1
7 644 -1
8 162 1
8 246 -1
8 248 1
8 489 1
8 495 -1
8 547 1
8 605 1
9 76 1
9 105 1
9 110 1
9 112 1
9 325 1
9 375 1
10 89 1
10 93 1
10 126 1
10 208 1
10 297 1
10 330 1
11 55 -1
11 97 1
11 138 1
11 231 1
11 270 1
11 271 1
11 273 1
11 352 -1
11 356 -1
11 387 1
11 406 1
11 411 1
11 463 1
11 560 1
11 583 1
11 588 1
11 631 1
12 440 1
12 451 1
12 532 1
12 621 1
13 133 1
13 150 1
13 227 1
13 229 1
13 239 -1
13 276 1
13 284 1
13 399 -1
14 38 1
14 91 -1
14 254 1
14 405 1
14 551 -1
14 578 1
14 582 1
14 590 1
15 54 1
15 96 1
15 106 1
15 153 -1
15 164 1
15 307 -1
15 312 1
15 392 1
15 617 1
15 638 1
16 34 1
16 86 -1
16 89 1
16 93 -1
16 101 1
16 156 1
16 245 1
16 292 1
16 326 1
16 337 1
16 355 1
16 442 1
16 459 1
16 466 1
16 499 1
16 557 1
16 598 1
17 64 1
17 98 1
17 181 1
17 187 1
17 204 1
17 207 1
17 335 1
17 342 1
17 407 -1
17 430 1
17 476 1
17 569 1
17 651 -1
18 122 -1
18 181 1
18 230 1
18 236 1
18 275 1
18 335 1
18 425 1
18 469 -1
18 552 1
19 54 1
19 118 1
19 161 1
19 371 1
19 562 1
20 35 1
20 60 1
20 379 1
20 479 1
20 537 1
21 114 1
21 208 1
21 301 -1
21 629 1
22 40 1
22 69 1
22 77 1
22 78 1
22 211 1
22 280 1
22 282 1
22 476 1
22 484 1
22 522 1
23 38 1
23 109 1
23 119 1
23 147 -1
23 184 1
23 238 1
23 259 1
23 387 1
23 406 1
23 497 -1
23 514 1
23 555 1
23 574 1
23 577 1
23 590 1
23 631 1
24 161 1
24 290 1
24 380 1
25 253 -1
25 300 1
25 355 1
25 650 1
26 92 1
26 131 1
26 143 1
26 178 1
26 333 1
26 361 1
26 579 1
26 598 1
27 151 1
27 204 1
27 249 1
27 342 -1
27 364 1
27 407 1
27 430 1
27 545 1
27 569 1
27 651 1
28 85 1
28 131 1
28 159 1
28 179 1
28 192 1
28 197 1
28 218 1
28 264 1
28 306 1
28 341 -1
28 357 1
28 358 1
28 390 1
28 399 1
28 423 -1
28 435 1
28 481 1
28 502 1
28 595 1
28 613 1
28 618 1
29 70 1
29 141 1
29 160 1
29 332 1
29 366 1
29 420 -1
29 511 -1
29 584 1
29 621 1
30 51 1
30 206 1
30 218 1
30 231 1
30 271 1
30 356 1
30 376 1
30 402 1
30 411 1
30 412 1
30 560 1
30 583 -1
30 589 -1
31 58 -1
31 186 1
31 290 1
31 593 1
32 109 1
32 165 1
32 186 1
32 298 1
32 337 1
32 396 1
32 459 1
32 489 1
32 511 1
32 552 1
32 572 1
32 584 1
32 605 -1
32 610 1
33 62 -1
33 89 1
33 122 1
33 126 1
33 198 1
33 204 1
33 283 1
33 403 1
34 165 1
34 236 1
34 275 1
34 364 1
34 425 1
34 430 1
34 569 -1
35 122 1
35 223 1
35 584 1
36 50 1
36 99 -1
36 219 1
36 271 1
36 292 1
36 324 1
36 334 1
36 344 1
36 369 1
36 370 1
36 381 1
36 390 1
36 434 1
36 439 1
36 446 1
36 477 1
36 488 1
36 594 1
36 644 1
37 243 -1
37 423 1
37 551 1
38 39 -1
38 133 1
38 149 1
38 261 -1
38 316 1
38 334 1
38 337 1
38 350 1
38 365 1
38 459 1
38 489 1
38 511 -1
38 519 1
38 529 1
38 584 1
38 605 -1
39 56 1
39 105 1
39 107 1
39 108 1
39 154 1
39 254 1
39 270 1
39 279 1
39 343 1
39 423 1
39 434 -1
39 435 -1
39 467 -1
40 155 1
40 299 1
40 337 1
40 457 1
40 459 1
40 489 1
40 511 1
40 529 -1
40 554 1
40 584 1
40 605 1
40 615 1
40 618 1
41 355 1
41 518 1
41 599 1
41 650 -1
42 444 -1
42 530 -1
42 585 1
43 84 1
43 94 1
43 226 1
43 252 1
43 514 1
44 218 1
44 503 1
44 564 1
44 621 -1
45 61 1
45 214 1
45 343 1
45 572 1
45 621 -1
45 654 1
46 158 1
46 185 1
46 198 1
46 233 -1
46 243 -1
46 259 -1
46 317 1
46 330 1
46 346 1
46 406 1
46 507 1
46 512 1
47 489 1
47 495 -1
47 548 1
47 556 1
47 605 1
47 621 1
48 240 1
48 290 1
48 294 1
49 53 1
49 67 -1
49 113 1
49 131 1
49 157 1
49 167 1
49 311 1
49 334 1
49 439 1
49 517 1
50 192 1
50 198 1
50 199 1
50 201 1
50 233 1
50 241 1
50 258 1
50 261 1
50 301 1
50 311 1
50 349 1
50 432 1
50 512 1
50 596 1
51 63 1
51 165 1
51 409 1
51 515 1
51 534 1
51 567 1
51 610 1
52 95 -1
52 222 1
53 136 1
53 182 1
53 242 1
53 346 1
54 58 1
54 191 1
54 443 -1
54 448 1
54 453 1
54 603 1
54 608 1
55 372 1
55 417 1
56 146 1
56 152 1
56 155 1
56 215 1
56 224 1
56 257 -1
56 529 1
56 539 1
56 581 1
57 70 1
57 87 1
57 89 1
57 329 -1
58 295 1
58 373 1
58 384 1
58 443 -1
58 493 1
59 99 1
59 276 1
59 310 1
59 455 -1
59 536 -1
59 547 1
59 626 -1
60 102 -1
60 158 1
60 535 1
61 75 1
61 159 1
61 162 -1
61 226 -1
61 393 1
61 426 1
61 438 1
61 450 1
61 460 1
61 627 -1
62 141 -1
62 205 1
62 387 1
63 76 1
63 131 1
63 201 1
63 227 1
63 275 1
63 333 1
63 430 1
63 503 -1
63 517 -1
64 81 -1
64 99 1
64 110 1
64 129 1
64 213 1
64 256 1
64 338 1
64 366 1
64 436 1
64 483 1
64 498 1
64 520 -1
64 626 1
65 104 1
65 166 1
65 324 1
65 621 1
66 312 1
66 421 1
66 504 1
67 75 1
67 94 1
67 326 1
67 431 1
68 74 1
68 88 1
68 363 1
68 367 1
68 387 1
68 449 1
68 535 -1
68 571 1
