119 549
2 5 -1
5 6 1
5 3 -1
4 5 -1
1 5 -1
6 3 1
8 7 1
17 44 -1
20 49 1
60 25 1
39 30 -1
37 61 1
53 55 1
52 24 1
53 65 1
29 35 1
53 16 1
53 19 1
104 43 -1
28 17 -1
52 104 1
51 69 1
68 22 1
15 77 1
52 28 1
78 66 1
53 69 1
52 46 1
52 23 1
36 43 1
78 11 1
53 104 -1
22 69 1
40 25 1
28 59 1
52 76 1
32 77 1
67 13 1
53 56 1
76 25 1
52 41 1
31 24 1
75 44 1
10 65 1
52 12 1
70 50 -1
52 11 1
58 104 1
40 49 1
29 17 1
52 35 1
53 24 -1
74 44 1
58 15 1
37 53 -1
17 35 1
29 68 1
53 57 1
41 55 1
39 25 -1
61 65 1
76 38 1
13 25 1
52 31 1
72 24 1
10 56 1
19 70 1
58 11 1
11 49 1
75 104 1
52 64 1
23 44 1
53 50 1
104 41 1
41 69 1
52 43 1
34 77 1
59 104 1
51 77 1
15 64 1
53 30 1
10 73 1
23 66 1
52 17 1
59 23 1
53 77 1
39 11 1
45 50 -1
58 64 1
70 24 -1
25 44 1
29 74 1
53 27 1
48 31 1
53 54 1
67 44 1
104 14 -1
61 73 1
104 68 1
17 64 1
53 15 1
10 71 1
58 17 1
11 69 1
53 34 1
53 68 -1
15 68 1
28 70 1
38 35 1
53 63 1
20 69 1
67 66 1
78 16 1
39 43 1
29 51 1
29 58 1
67 43 -1
10 45 1
104 36 1
52 42 1
38 64 1
29 44 1
23 25 1
55 49 1
29 62 1
14 30 1
10 68 -1
67 23 1
79 17 -1
53 64 1
53 67 1
54 17 1
53 13 1
42 56 1
25 35 1
55 25 1
16 77 1
52 26 1
60 59 1
52 40 1
53 17 1
52 51 1
23 38 1
52 58 1
52 75 1
12 26 1
74 16 1
52 14 1
52 74 1
25 16 -1
52 44 1
52 39 1
52 62 1
53 31 1
70 31 1
67 41 1
104 66 1
79 42 -1
78 75 1
41 15 1
67 20 -1
61 21 1
53 48 1
76 77 1
42 30 1
29 25 1
30 77 1
60 49 1
53 70 1
10 69 1
37 52 -1
68 35 1
62 26 1
53 36 1
53 58 -1
11 43 -1
58 66 1
56 49 1
48 50 1
41 17 1
9 43 1
67 14 -1
60 67 1
67 68 1
55 69 1
52 66 1
28 11 1
75 74 1
68 16 -1
75 20 1
58 25 -1
15 20 -1
59 74 1
52 32 1
41 68 1
53 33 1
58 44 1
52 25 1
104 35 1
25 74 1
59 44 1
38 62 1
28 31 1
32 41 1
29 55 1
15 35 1
53 9 1
61 48 1
59 66 1
78 25 1
45 69 1
28 12 1
53 61 1
76 15 1
75 14 1
104 16 -1
76 68 1
29 53 1
76 64 1
52 72 1
43 30 -1
48 24 1
53 66 1
33 65 -1
11 68 1
53 35 1
53 72 -1
53 51 1
76 17 1
78 52 1
21 71 -1
67 40 1
49 25 1
67 56 1
53 60 1
10 61 1
52 55 1
53 23 1
65 73 1
31 69 -1
58 43 1
55 35 1
43 74 1
61 57 1
66 44 1
67 39 1
54 25 1
53 76 1
10 11 1
53 11 1
38 25 1
29 14 1
75 38 1
37 10 1
54 49 1
17 25 1
53 28 1
52 65 1
75 36 -1
53 46 1
52 16 1
52 20 1
75 25 1
10 50 1
59 43 1
60 23 1
75 59 1
15 74 1
53 41 1
65 27 1
59 25 1
79 61 1
53 20 -1
53 12 1
28 15 -1
53 43 1
52 56 1
21 30 1
38 55 1
29 30 1
68 27 -1
79 11 1
52 71 1
60 35 1
61 63 1
10 31 1
65 48 -1
71 24 1
43 25 1
67 59 1
67 49 1
14 35 1
66 43 1
60 20 -1
53 10 1
43 49 1
60 11 1
66 25 1
67 25 1
53 42 1
17 40 1
58 77 -1
52 30 1
78 23 1
17 14 1
52 77 1
14 43 1
53 71 -1
70 71 -1
52 22 1
11 35 1
28 69 -1
20 25 1
29 38 1
55 74 1
64 25 1
33 59 -1
29 15 1
52 27 1
10 33 1
59 14 1
31 71 1
9 55 1
53 26 1
53 40 1
11 66 1
52 59 1
60 36 1
53 75 1
53 14 1
53 74 1
21 69 1
67 55 1
52 49 1
29 52 1
67 16 1
53 39 1
11 25 1
53 73 1
52 38 1
55 44 1
54 30 1
67 69 1
52 54 1
53 45 -1
53 18 1
23 51 1
26 77 1
52 67 1
39 17 -1
10 26 1
52 13 1
52 15 1
104 25 1
52 34 1
38 77 1
37 42 -1
51 44 1
20 77 -1
58 38 1
62 30 1
53 44 1
53 62 1
53 79 1
78 67 1
60 74 1
61 26 1
62 77 1
75 43 -1
52 36 1
58 67 1
68 69 1
50 56 1
14 74 1
41 22 1
11 65 1
53 21 1
15 69 1
34 68 -1
65 41 -1
20 30 -1
52 48 1
59 49 1
53 78 1
23 20 -1
53 59 1
52 19 1
28 104 -1
60 44 1
52 33 1
51 38 1
17 49 1
19 71 1
23 11 1
11 56 1
53 22 1
59 64 1
67 17 -1
38 13 1
38 15 1
27 77 1
53 38 1
10 21 1
11 50 -1
29 23 1
67 54 1
9 30 1
53 32 1
28 71 1
53 25 1
29 76 1
75 67 1
78 74 1
58 69 1
61 11 1
76 62 1
52 70 1
58 60 -1
53 49 1
53 52 1
29 28 1
66 49 1
17 69 1
52 60 1
64 68 -1
29 41 1
97 93 -1
99 82 1
94 100 -1
96 82 1
104 110 1
104 107 -1
97 82 -1
86 113 1
93 114 1
119 82 -1
118 104 -1
80 107 1
116 82 1
109 82 -1
88 82 -1
103 82 1
114 82 1
106 97 1
111 82 1
82 98 1
81 82 1
106 82 1
86 89 1
86 92 -1
80 91 1
85 94 1
113 82 -1
118 82 -1
97 87 -1
89 107 1
81 105 1
96 109 1
97 107 1
89 116 1
90 82 1
97 115 1
89 85 1
95 82 -1
80 89 1
80 115 1
114 92 1
114 94 1
86 110 1
97 104 1
85 92 1
92 82 -1
92 108 -1
94 109 1
114 116 1
105 82 1
92 84 1
88 105 -1
112 82 1
83 82 1
112 94 1
86 104 1
105 90 1
107 91 1
113 115 1
80 112 1
93 82 -1
104 109 -1
82 108 -1
104 92 1
104 93 1
94 96 1
105 91 1
104 101 -1
89 115 1
112 105 1
97 114 1
104 116 1
104 85 1
82 100 -1
89 119 1
97 85 -1
101 82 1
87 82 -1
88 92 -1
104 100 1
107 110 1
92 115 1
104 113 1
86 82 -1
114 85 1
94 82 -1
85 82 -1
94 92 1
105 92 1
89 87 1
105 94 1
112 92 1
119 98 1
81 85 1
89 97 1
93 94 1
112 85 1
89 82 1
102 82 1
110 82 1
89 96 1
104 82 -1
104 108 -1
89 114 1
97 94 1
112 113 1
82 115 1
104 94 -1
80 82 -1
89 105 1
92 109 1
80 97 1
80 108 1
107 82 -1
80 116 1
117 82 -1
113 92 1
106 99 1
107 96 1
91 82 1
84 82 -1
94 115 1
89 92 1
